nombre,apellidos,correo,aerolinea,origen,"destino final",escalas,"fecha y hora salida","fecha y hora llegada",equipaje,asiento,"fecha reserva",precio_final,pago
Rabbi,"Rydzynski Laddle",rladdleo@usgs.gov,"SKY Airline",GRU,BOG,"3 escalas","2023-01-03 04:58:56","2023-01-05 20:04:35",basico,Aleatorio,2022-12-11,498,"tarjeta debito"
Gaelan,"Clemanceau Stilly",gstillyf@jugem.jp,GOL,SCL,SCL,"sin escalas","2023-01-16 07:43:05","2023-01-16 12:24:27",basico,Aleatorio,2022-12-11,694,"tarjeta debito"
Hallsy,"Lingley Scudamore",hscudamore1c@cbsnews.com,GOL,SCL,SCL,"3 escalas","2023-02-25 00:35:16","2023-02-25 23:17:50",basico,Aleatorio,2022-12-11,229,paypal
Bethany,"Brixey Basford",bbasford0@nyu.edu,LATAM,VVI,EZE,"sin escalas","2023-02-17 10:00:22","2023-02-25 10:29:19",basico,Aleatorio,2022-12-11,510,paypal
Bentley,"Allden Bushrod",bbushrody@woothemes.com,JetSmart,LIM,BOG,"3 escalas","2023-02-21 08:10:04","2023-02-09 22:29:38",basico,Aleatorio,2022-12-11,513,paypal
Steffane,"Nuemann Stoltz",sstoltz1k@patch.com,GOL,SCL,GRU,"2 escalas","2023-03-27 14:25:15","2023-03-07 14:42:43",basico,Aleatorio,2022-12-11,431,paypal
Cullan,"Mauger Ubsdell",cubsdell2@omniture.com,LATAM,BOG,VVI,"sin escalas","2023-03-19 04:17:38","2023-03-21 05:15:25",basico,Aleatorio,2022-12-11,238,"tarjeta debito"
Ambrosius,"Horlick Josselsohn",ajosselsohnj@360.cn,"SKY Airline",EZE,BOG,"1 escala","2023-03-30 04:48:11","2023-03-09 21:26:54",basico,Aleatorio,2022-12-11,786,paypal
Mauricio,"Quintero Diaz",q.m.1987@hotmail.com,GOL,BOG,LIM,"1 escala","2023-03-27 11:50:37","2023-03-08 05:37:22",basico,Aleatorio,2022-12-11,740,"tarjeta de credito"
Andres,"Quintero Roca",andres_69@gmail.com,Easyfly,LIM,UIO,"2 escalas","2023-03-15 09:28:26","2023-03-05 06:48:29",basico,Aleatorio,2022-12-11,395,paypal
Alphonse,"Dowyer De Angelis",adeangelis1i@sfgate.com,LATAM,LIM,UIO,"2 escalas","2023-03-24 02:40:26","2023-03-19 11:05:30",basico,Aleatorio,2022-12-11,487,"tarjeta de credito"
Rory,"Antoniottii Morforth",rmorforth17@sakura.ne.jp,LATAM,BOG,GRU,"2 escalas","2023-01-08 06:36:54","2023-01-09 14:02:36",posterior+mano,Posterior,2022-12-11,489,"tarjeta de credito"
Tedman,"Eschelle Maliphant",tmaliphantp@cnn.com,JetSmart,EZE,GRU,"1 escala","2023-01-20 16:52:11","2023-01-10 12:10:19",posterior+mano,Posterior,2022-12-11,751,"tarjeta debito"
Daphene,"Neylon Pauwel",dpauweld@smugmug.com,LATAM,UIO,GRU,"1 escala","2023-01-09 12:40:25","2023-01-26 13:02:54",posterior+mano,Posterior,2022-12-11,283,paypal
Cris,"Channer Deabill",cdeabillk@geocities.com,Easyfly,BOG,UIO,"3 escalas","2023-02-05 14:42:16","2023-02-24 18:09:55",posterior+mano,Posterior,2022-12-11,397,paypal
Rowen,"Beauchamp Farquhar",rfarquhars@usnews.com,Easyfly,EZE,EZE,"sin escalas","2023-02-05 03:51:30","2023-02-21 01:10:47",posterior+mano,Posterior,2022-12-11,449,"tarjeta debito"
Trefor,"Stucksbury Gorgen",tgorgen1f@tinyurl.com,GOL,UIO,EZE,"3 escalas","2023-02-14 06:19:05","2023-02-09 02:43:18",posterior+mano,Posterior,2022-12-11,846,"tarjeta debito"
Rowen,"Beauchamp Farquhar",rfarquhars@usnews.com,JetSmart,EZE,GRU,"sin escalas","2023-02-15 16:47:14","2023-02-16 18:57:10",posterior+mano,Posterior,2022-12-11,343,"tarjeta debito"
Jerry,"Duffitt Covill",jcovillh@etsy.com,"SKY Airline",GRU,VVI,"sin escalas","2023-02-13 22:57:57","2023-02-21 12:38:39",posterior+mano,Posterior,2022-12-11,616,"tarjeta debito"
Mauricio,"Quintero Diaz",q.m.1987@hotmail.com,JetSmart,GRU,BOG,"3 escalas","2023-03-28 07:33:57","2023-03-06 20:16:05",posterior+mano,Posterior,2022-12-11,323,"tarjeta de credito"
Hortensia,"Breache Isham",hisham1m@t.co,LATAM,SCL,VVI,"sin escalas","2023-03-02 13:28:09","2023-03-09 19:56:54",posterior+mano,Posterior,2022-12-11,474,"tarjeta debito"
Malynda,"Gallety Trump",mtrump7@live.com,"SKY Airline",EZE,SCL,"3 escalas","2023-03-19 07:04:56","2023-03-25 10:51:32",posterior+mano,Posterior,2022-12-11,265,"tarjeta debito"
Camila,"Alvarez Cueva",camila_24@hotmail.com,JetSmart,BOG,EZE,"sin escalas","2023-03-19 08:20:59","2023-03-01 19:31:55",posterior+mano,Posterior,2022-12-11,311,paypal
Mariana,"Hoyos Saavedra",marianita@gmail.com,LATAM,UIO,LIM,"sin escalas","2023-03-30 19:13:17","2023-03-24 07:37:04",posterior+mano,Posterior,2022-12-11,772,"tarjeta debito"
Daphene,"Neylon Pauwel",dpauweld@smugmug.com,JetSmart,LIM,SCL,"2 escalas","2023-01-15 10:04:00","2023-01-15 12:30:00",basico+carry_on,Aleatorio,2022-12-11,265,paypal
Steffane,"Nuemann Stoltz",sstoltz1k@patch.com,LATAM,VVI,LIM,"1 escala","2023-01-10 18:56:34","2023-01-02 14:39:54",basico+carry_on,Aleatorio,2022-12-11,625,"tarjeta de credito"
Felipe,"Guerrero Perez",guerrero.265@hotmail.com,JetSmart,EZE,EZE,"3 escalas","2023-01-26 00:56:25","2023-01-11 18:02:35",basico+carry_on,Aleatorio,2022-12-11,833,"tarjeta debito"
Francklyn,"McEvilly Jantzen",fjantzenn@mysql.com,LATAM,SCL,LIM,"1 escala","2023-01-15 15:12:30","2023-01-03 10:42:47",basico+carry_on,Aleatorio,2022-12-11,443,"tarjeta de credito"
Josiah,"Buckam Bedder",jbedderg@php.net,"SKY Airline",VVI,SCL,"sin escalas","2023-01-21 15:19:01","2023-01-19 17:28:00",basico+carry_on,Aleatorio,2022-12-11,827,"tarjeta de credito"
Camila,"Alvarez Cueva",camila_24@hotmail.com,Easyfly,BOG,BOG,"1 escala","2023-02-19 21:06:24","2023-02-01 01:40:46",basico+carry_on,Aleatorio,2022-12-11,702,paypal
Penn,"Palser Cudmore",pcudmorex@sogou.com,GOL,VVI,SCL,"1 escala","2023-02-26 05:28:13","2023-02-08 05:42:47",basico+carry_on,Aleatorio,2022-12-11,838,"tarjeta debito"
Josiah,"Buckam Bedder",jbedderg@php.net,"SKY Airline",BOG,VVI,"sin escalas","2023-03-05 01:35:28","2023-03-29 06:55:56",basico+carry_on,Aleatorio,2022-12-11,436,"tarjeta de credito"
Olive,"Dallimare Chugg",ochugg12@prweb.com,JetSmart,LIM,UIO,"sin escalas","2023-03-30 17:12:55","2023-03-15 00:08:43",basico+carry_on,Aleatorio,2022-12-11,291,paypal
Channa,"Durban Whyard",cwhyard1e@timesonline.co.uk,JetSmart,UIO,VVI,"2 escalas","2023-03-10 06:30:59","2023-03-10 09:25:41",basico+carry_on,Aleatorio,2022-12-11,672,"tarjeta debito"
Rabbi,"Rydzynski Laddle",rladdleo@usgs.gov,"SKY Airline",LIM,BOG,"1 escala","2023-03-13 11:44:39","2023-03-28 19:00:19",basico+carry_on,Aleatorio,2022-12-11,603,"tarjeta de credito"
Haze,"Bedells Flaune",hflaune1h@japanpost.jp,LATAM,VVI,SCL,"sin escalas","2023-03-02 03:56:59","2023-03-22 20:54:59",basico+carry_on,Aleatorio,2022-12-11,846,"tarjeta debito"
Godfry,"Lyle Strathe",gstrathe16@amazon.com,LATAM,VVI,LIM,"sin escalas","2023-01-07 10:58:49","2023-01-12 19:31:38",basico+carry_on+grande,Aleatorio,2022-12-11,503,"tarjeta de credito"
Bentley,"Allden Bushrod",bbushrody@woothemes.com,GOL,BOG,BOG,"3 escalas","2023-01-30 00:00:24","2023-01-13 10:51:24",basico+carry_on+grande,Aleatorio,2022-12-11,479,"tarjeta de credito"
Lindsay,"Molden Domico",ldomico3@indiegogo.com,GOL,VVI,SCL,"1 escala","2023-01-26 22:37:07","2023-01-24 03:17:06",basico+carry_on+grande,Aleatorio,2022-12-11,715,"tarjeta de credito"
Daphene,"Neylon Pauwel",dpauweld@smugmug.com,JetSmart,BOG,LIM,"2 escalas","2023-02-08 05:52:10","2023-02-11 12:27:22",basico+carry_on+grande,Aleatorio,2022-12-11,677,paypal
Tully,"Mishaw Scargill",tscargill1a@tinyurl.com,LATAM,LIM,EZE,"2 escalas","2023-02-25 22:52:45","2023-02-07 22:05:25",basico+carry_on+grande,Aleatorio,2022-12-11,640,"tarjeta debito"
Lois,"Blaxley Maleney",lmaleney1j@wordpress.com,GOL,SCL,SCL,"sin escalas","2023-02-14 03:06:46","2023-02-16 11:37:10",basico+carry_on+grande,Aleatorio,2022-12-11,864,paypal
Radcliffe,"Millar Bearward",rbearwardw@mashable.com,"SKY Airline",BOG,BOG,"3 escalas","2023-02-23 19:20:59","2023-02-21 05:58:52",basico+carry_on+grande,Aleatorio,2022-12-11,466,"tarjeta de credito"
Mariana,"Hoyos Saavedra",marianita@gmail.com,GOL,EZE,BOG,"sin escalas","2023-02-20 10:46:00","2023-02-27 16:22:37",basico+carry_on+grande,Aleatorio,2022-12-11,675,"tarjeta debito"
Mart,"Scruby Orrocks",morrockse@ameblo.jp,GOL,LIM,UIO,"sin escalas","2023-03-26 07:52:00","2023-03-24 23:25:41",basico+carry_on+grande,Aleatorio,2022-12-11,882,"tarjeta debito"
Andres,"Quintero Roca",andres_69@gmail.com,LATAM,EZE,SCL,"3 escalas","2023-03-12 23:23:48","2023-03-01 03:46:23",basico+carry_on+grande,Aleatorio,2022-12-11,389,paypal
Malynda,"Gallety Trump",mtrump7@live.com,GOL,SCL,BOG,"1 escala","2023-03-21 18:24:30","2023-03-22 10:35:37",basico+carry_on+grande,Aleatorio,2022-12-11,784,"tarjeta debito"
Hortensia,"Breache Isham",hisham1m@t.co,"SKY Airline",VVI,VVI,"1 escala","2023-03-14 12:49:53","2023-03-23 10:53:46",basico+carry_on+grande,Aleatorio,2022-12-11,906,"tarjeta debito"
Josiah,"Buckam Bedder",jbedderg@php.net,Easyfly,SCL,SCL,"sin escalas","2023-03-01 14:33:53","2023-03-18 20:35:32",basico+carry_on+grande,Aleatorio,2022-12-11,930,paypal
Dimitri,"Guille Arter",darteri@europa.eu,GOL,SCL,VVI,"2 escalas","2023-03-17 02:05:16","2023-03-24 12:21:10",basico+carry_on+grande,Aleatorio,2022-12-11,446,paypal
Ambrosius,"Horlick Josselsohn",ajosselsohnj@360.cn,"SKY Airline",GRU,GRU,"2 escalas","2023-01-29 01:43:56","2023-01-14 11:53:44",basico+carry_on+extragrande,Aleatorio,2022-12-11,464,"tarjeta de credito"
Niel,"Scotter Rohlf",nrohlf1g@elegantthemes.com,LATAM,BOG,VVI,"sin escalas","2023-01-27 11:59:52","2023-01-14 03:49:29",basico+carry_on+extragrande,Aleatorio,2022-12-11,756,"tarjeta debito"
Haze,"Bedells Flaune",hflaune1h@japanpost.jp,"SKY Airline",VVI,LIM,"2 escalas","2023-01-11 23:54:40","2023-01-10 12:08:54",basico+carry_on+extragrande,Aleatorio,2022-12-11,865,"tarjeta de credito"
Rowen,"Beauchamp Farquhar",rfarquhars@usnews.com,LATAM,BOG,BOG,"sin escalas","2023-01-02 15:45:34","2023-01-23 12:57:23",basico+carry_on+extragrande,Aleatorio,2022-12-11,950,"tarjeta debito"
Gamaliel,"Streather Bruggen",gbruggena@jalbum.net,LATAM,SCL,VVI,"1 escala","2023-02-25 00:31:54","2023-02-13 10:08:32",basico+carry_on+extragrande,Aleatorio,2022-12-11,376,"tarjeta debito"
Hortensia,"Breache Isham",hisham1m@t.co,GOL,BOG,UIO,"3 escalas","2023-02-20 22:48:11","2023-02-24 18:38:13",basico+carry_on+extragrande,Aleatorio,2022-12-11,470,"tarjeta de credito"
Trefor,"Stucksbury Gorgen",tgorgen1f@tinyurl.com,"SKY Airline",VVI,SCL,"1 escala","2023-02-15 06:31:38","2023-02-02 11:37:52",basico+carry_on+extragrande,Aleatorio,2022-12-11,364,"tarjeta de credito"
Gaelan,"Clemanceau Stilly",gstillyf@jugem.jp,GOL,SCL,GRU,"3 escalas","2023-03-28 05:08:51","2023-03-07 14:40:42",basico+carry_on+extragrande,Aleatorio,2022-12-11,436,"tarjeta debito"
Bentley,"Allden Bushrod",bbushrody@woothemes.com,JetSmart,SCL,EZE,"1 escala","2023-03-20 17:56:17","2023-03-09 14:06:24",basico+carry_on+extragrande,Aleatorio,2022-12-11,920,paypal
Britte,"Wandrey Myrie",bmyrier@feedburner.com,GOL,EZE,UIO,"sin escalas","2023-03-22 21:57:22","2023-03-17 07:23:01",basico+carry_on+extragrande,Aleatorio,2022-12-11,885,"tarjeta de credito"
Yule,"Bineham Montfort",ymontfort18@odnoklassniki.ru,"SKY Airline",SCL,UIO,"3 escalas","2023-03-17 00:03:11","2023-03-19 09:11:16",basico+carry_on+extragrande,Aleatorio,2022-12-11,753,"tarjeta de credito"
Patricio,"Vitale Hoyos",vitale.p@gmail.com,GOL,SCL,UIO,"sin escalas","2023-01-06 23:46:53","2023-01-16 12:24:16",basico,Aleatorio,2022-12-08,477,"tarjeta debito"
Britte,"Wandrey Myrie",bmyrier@feedburner.com,JetSmart,VVI,UIO,"3 escalas","2023-01-23 07:08:56","2023-01-19 15:18:45",basico,Aleatorio,2022-12-08,562,"tarjeta de credito"
Dedie,"Trahar McJury",dmcjuryu@umich.edu,GOL,BOG,GRU,"3 escalas","2023-02-03 12:38:49","2023-02-26 19:22:51",basico,Aleatorio,2022-12-08,796,"tarjeta de credito"
Yule,"Bineham Montfort",ymontfort18@odnoklassniki.ru,JetSmart,VVI,VVI,"2 escalas","2023-02-08 00:25:59","2023-02-03 15:05:46",basico,Aleatorio,2022-12-08,401,"tarjeta de credito"
Fernanda,"Masias Rosinelli",f.masias@hotmail.com,GOL,UIO,BOG,"2 escalas","2023-02-26 22:16:18","2023-02-14 10:43:23",basico,Aleatorio,2022-12-08,365,"tarjeta debito"
Cris,"Channer Deabill",cdeabillk@geocities.com,GOL,VVI,UIO,"2 escalas","2023-02-23 00:08:09","2023-02-01 17:57:11",basico,Aleatorio,2022-12-08,658,paypal
Mauricio,"Quintero Diaz",q.m.1987@hotmail.com,Easyfly,VVI,BOG,"sin escalas","2023-02-07 09:11:54","2023-02-15 06:40:52",basico,Aleatorio,2022-12-08,682,"tarjeta de credito"
Patricio,"Vitale Hoyos",vitale.p@gmail.com,"SKY Airline",LIM,VVI,"1 escala","2023-03-27 02:56:48","2023-03-21 12:18:39",basico,Aleatorio,2022-12-08,591,"tarjeta de credito"
Keelia,"Bellworthy Mushart",kmushart15@digg.com,LATAM,BOG,BOG,"sin escalas","2023-03-21 18:22:51","2023-03-01 22:02:26",basico,Aleatorio,2022-12-08,737,"tarjeta debito"
Lauren,"Westnedge L'Hommeau",llhommeaub@rambler.ru,GOL,UIO,SCL,"3 escalas","2023-03-14 04:41:34","2023-03-22 00:56:01",basico,Aleatorio,2022-12-08,576,"tarjeta de credito"
Cherin,"Flowers Nussey",cnussey5@blogspot.com,Easyfly,BOG,VVI,"sin escalas","2023-03-27 03:15:40","2023-03-25 11:24:33",basico,Aleatorio,2022-12-08,303,"tarjeta debito"
Ardelis,"Joost Jelf",ajelf8@prlog.org,JetSmart,GRU,EZE,"2 escalas","2023-03-08 10:42:53","2023-03-28 03:09:17",basico,Aleatorio,2022-12-08,505,"tarjeta de credito"
Stanford,"Fateley Wogdon",swogdonm@abc.net.au,LATAM,LIM,GRU,"2 escalas","2023-03-28 14:47:39","2023-03-19 07:14:16",basico,Aleatorio,2022-12-08,283,"tarjeta debito"
Fernanda,"Masias Rosinelli",f.masias@hotmail.com,LATAM,SCL,EZE,"1 escala","2023-03-10 00:36:02","2023-03-05 22:32:48",basico,Aleatorio,2022-12-08,803,"tarjeta de credito"
Karly,"Renac Gormally",kgormally1n@mapquest.com,LATAM,GRU,GRU,"sin escalas","2023-03-12 17:32:56","2023-03-11 20:32:25",basico,Aleatorio,2022-12-08,840,paypal
Paula,"Paulos Chirinos",m.paul.34@gmail.com,JetSmart,UIO,EZE,"sin escalas","2023-03-21 18:37:17","2023-03-20 02:56:44",basico,Aleatorio,2022-12-08,374,"tarjeta debito"
Malynda,"Gallety Trump",mtrump7@live.com,"SKY Airline",BOG,SCL,"3 escalas","2023-03-23 18:04:33","2023-03-30 12:49:26",basico,Aleatorio,2022-12-08,284,paypal
Mariana,"Hoyos Saavedra",marianita@gmail.com,LATAM,GRU,BOG,"2 escalas","2023-03-10 20:57:08","2023-03-11 00:22:01",basico,Aleatorio,2022-12-08,304,"tarjeta de credito"
Tully,"Mishaw Scargill",tscargill1a@tinyurl.com,GOL,SCL,BOG,"1 escala","2023-01-08 02:43:32","2023-01-18 11:23:08",posterior+mano,Posterior,2022-12-08,621,paypal
Emmey,"Pryell Tewkesbury",etewkesburyt@cornell.edu,LATAM,VVI,EZE,"3 escalas","2023-01-11 14:53:02","2023-01-02 15:28:59",posterior+mano,Posterior,2022-12-08,568,"tarjeta de credito"
Timmy,"Seawell Doolan",tdoolan1l@youku.com,"SKY Airline",LIM,SCL,"1 escala","2023-01-20 09:57:31","2023-01-30 01:56:39",posterior+mano,Posterior,2022-12-08,796,"tarjeta debito"
Anderea,"Dawes Primarolo",aprimarolol@weibo.com,LATAM,UIO,BOG,"3 escalas","2023-01-02 06:30:25","2023-01-13 03:38:53",posterior+mano,Posterior,2022-12-08,590,paypal
Timmy,"Seawell Doolan",tdoolan1l@youku.com,LATAM,BOG,VVI,"sin escalas","2023-01-18 13:30:52","2023-01-03 08:12:34",posterior+mano,Posterior,2022-12-08,594,"tarjeta de credito"
Trefor,"Stucksbury Gorgen",tgorgen1f@tinyurl.com,"SKY Airline",BOG,LIM,"1 escala","2023-02-04 04:56:17","2023-02-13 01:38:46",posterior+mano,Posterior,2022-12-08,691,paypal
Gaelan,"Clemanceau Stilly",gstillyf@jugem.jp,GOL,LIM,BOG,"3 escalas","2023-02-07 04:02:17","2023-02-14 09:38:51",posterior+mano,Posterior,2022-12-08,665,"tarjeta de credito"
Francisca,"Carles Oda",foda10@uiuc.edu,LATAM,GRU,SCL,"3 escalas","2023-02-11 13:50:08","2023-02-15 11:41:15",posterior+mano,Posterior,2022-12-08,308,"tarjeta de credito"
Patricio,"Vitale Hoyos",vitale.p@gmail.com,"SKY Airline",SCL,VVI,"3 escalas","2023-03-02 19:55:25","2023-03-01 01:59:26",posterior+mano,Posterior,2022-12-08,588,"tarjeta de credito"
Malynda,"Gallety Trump",mtrump7@live.com,GOL,UIO,BOG,"2 escalas","2023-03-01 09:55:30","2023-03-17 19:38:54",posterior+mano,Posterior,2022-12-08,490,paypal
Bentley,"Allden Bushrod",bbushrody@woothemes.com,Easyfly,GRU,VVI,"1 escala","2023-03-13 08:07:41","2023-03-10 07:21:22",posterior+mano,Posterior,2022-12-08,634,"tarjeta de credito"
Channa,"Durban Whyard",cwhyard1e@timesonline.co.uk,JetSmart,LIM,EZE,"sin escalas","2023-03-28 01:14:14","2023-03-10 09:46:55",posterior+mano,Posterior,2022-12-08,292,"tarjeta debito"
Godfry,"Lyle Strathe",gstrathe16@amazon.com,"SKY Airline",UIO,VVI,"2 escalas","2023-03-04 10:47:51","2023-03-26 03:36:23",posterior+mano,Posterior,2022-12-08,686,paypal
Trefor,"Stucksbury Gorgen",tgorgen1f@tinyurl.com,LATAM,GRU,BOG,"1 escala","2023-03-06 19:35:56","2023-03-23 10:27:49",posterior+mano,Posterior,2022-12-08,674,"tarjeta de credito"
Channa,"Durban Whyard",cwhyard1e@timesonline.co.uk,JetSmart,UIO,SCL,"sin escalas","2023-03-30 23:40:30","2023-03-20 01:10:43",posterior+mano,Posterior,2022-12-08,716,"tarjeta de credito"
Sterne,"Yakushkev Mossbee",smossbee1b@ovh.net,LATAM,UIO,VVI,"2 escalas","2023-01-12 21:58:30","2023-01-29 10:10:15",basico+carry_on,Aleatorio,2022-12-08,885,"tarjeta de credito"
Yule,"Bineham Montfort",ymontfort18@odnoklassniki.ru,Easyfly,GRU,GRU,"2 escalas","2023-01-20 08:43:01","2023-01-02 02:13:14",basico+carry_on,Aleatorio,2022-12-08,372,"tarjeta debito"
Brnaba,"Beckinsale Marchant",bmarchant4@altervista.org,LATAM,BOG,EZE,"1 escala","2023-01-08 02:40:12","2023-01-19 12:22:25",basico+carry_on,Aleatorio,2022-12-08,757,"tarjeta de credito"
Katherine,"Romero Soto",kath.r.18@hotmail.com,LATAM,GRU,UIO,"3 escalas","2023-02-17 14:03:37","2023-02-09 04:13:54",basico+carry_on,Aleatorio,2022-12-08,893,paypal
Manda,"Crumbie Paudin",mpaudinq@imdb.com,LATAM,EZE,GRU,"1 escala","2023-03-10 13:06:07","2023-03-04 11:34:39",basico+carry_on,Aleatorio,2022-12-08,592,paypal
Rorie,"Bowdon Wibberley",rwibberleyv@reverbnation.com,LATAM,LIM,SCL,"2 escalas","2023-03-27 18:16:29","2023-03-27 20:29:20",basico+carry_on,Aleatorio,2022-12-08,718,"tarjeta de credito"
Hortensia,"Breache Isham",hisham1m@t.co,GOL,GRU,EZE,"2 escalas","2023-03-28 07:39:00","2023-03-22 08:27:10",basico+carry_on,Aleatorio,2022-12-08,710,"tarjeta de credito"
Hortensia,"Breache Isham",hisham1m@t.co,GOL,BOG,EZE,"2 escalas","2023-01-16 11:27:45","2023-01-15 10:21:06",basico+carry_on+grande,Aleatorio,2022-12-08,474,"tarjeta de credito"
Paula,"Paulos Chirinos",m.paul.34@gmail.com,LATAM,LIM,BOG,"sin escalas","2023-01-18 08:30:16","2023-01-25 04:32:36",basico+carry_on+grande,Aleatorio,2022-12-08,750,"tarjeta de credito"
Manda,"Crumbie Paudin",mpaudinq@imdb.com,LATAM,EZE,GRU,"2 escalas","2023-01-05 20:50:20","2023-01-14 18:28:31",basico+carry_on+grande,Aleatorio,2022-12-08,854,"tarjeta debito"
Katherine,"Romero Soto",kath.r.18@hotmail.com,LATAM,VVI,VVI,"sin escalas","2023-01-29 20:42:16","2023-01-10 19:47:33",basico+carry_on+grande,Aleatorio,2022-12-08,342,"tarjeta de credito"
Mariana,"Hoyos Saavedra",marianita@gmail.com,LATAM,UIO,VVI,"1 escala","2023-01-20 17:23:57","2023-01-25 09:31:04",basico+carry_on+grande,Aleatorio,2022-12-08,369,"tarjeta debito"
Yule,"Bineham Montfort",ymontfort18@odnoklassniki.ru,Easyfly,EZE,VVI,"sin escalas","2023-02-13 23:40:12","2023-02-19 22:43:18",basico+carry_on+grande,Aleatorio,2022-12-08,589,"tarjeta de credito"
Daniella,"Arrighetti Heard",dheardc@linkedin.com,"SKY Airline",EZE,GRU,"3 escalas","2023-02-08 19:47:24","2023-02-11 14:34:20",basico+carry_on+grande,Aleatorio,2022-12-08,527,"tarjeta de credito"
Luce,"Packman Largen",llargen11@jimdo.com,GOL,LIM,GRU,"1 escala","2023-02-15 15:52:45","2023-02-10 03:39:59",basico+carry_on+grande,Aleatorio,2022-12-08,525,"tarjeta debito"
Bentley,"Allden Bushrod",bbushrody@woothemes.com,"SKY Airline",BOG,SCL,"2 escalas","2023-02-24 08:42:03","2023-02-21 08:41:25",basico+carry_on+grande,Aleatorio,2022-12-08,595,"tarjeta debito"
Alphonse,"Dowyer De Angelis",adeangelis1i@sfgate.com,JetSmart,GRU,SCL,"sin escalas","2023-02-22 07:06:15","2023-02-12 03:47:38",basico+carry_on+grande,Aleatorio,2022-12-08,802,paypal
Tully,"Mishaw Scargill",tscargill1a@tinyurl.com,Easyfly,BOG,UIO,"3 escalas","2023-03-12 00:15:15","2023-03-28 19:37:37",basico+carry_on+grande,Aleatorio,2022-12-08,649,"tarjeta de credito"
Cris,"Channer Deabill",cdeabillk@geocities.com,"SKY Airline",UIO,GRU,"1 escala","2023-03-16 12:17:34","2023-03-05 23:47:49",basico+carry_on+grande,Aleatorio,2022-12-08,364,"tarjeta de credito"
Anderea,"Dawes Primarolo",aprimarolol@weibo.com,LATAM,VVI,SCL,"sin escalas","2023-03-30 23:06:31","2023-03-14 21:03:17",basico+carry_on+grande,Aleatorio,2022-12-08,731,paypal
Jerry,"Duffitt Covill",jcovillh@etsy.com,LATAM,UIO,EZE,"2 escalas","2023-03-06 16:38:53","2023-03-11 20:06:24",basico+carry_on+grande,Aleatorio,2022-12-08,781,"tarjeta debito"
Emmey,"Pryell Tewkesbury",etewkesburyt@cornell.edu,JetSmart,BOG,VVI,"3 escalas","2023-03-16 14:41:32","2023-03-25 01:58:30",basico+carry_on+grande,Aleatorio,2022-12-08,888,"tarjeta de credito"
Elizabet,"Hackwell Hyatt",ehyatt14@diigo.com,Easyfly,VVI,UIO,"3 escalas","2023-03-14 16:58:02","2023-03-01 12:35:02",basico+carry_on+grande,Aleatorio,2022-12-08,689,"tarjeta debito"
Yule,"Bineham Montfort",ymontfort18@odnoklassniki.ru,"SKY Airline",VVI,VVI,"2 escalas","2023-03-08 22:55:25","2023-03-15 10:26:08",basico+carry_on+grande,Aleatorio,2022-12-08,410,"tarjeta de credito"
Andres,"Quintero Roca",andres_69@gmail.com,Easyfly,GRU,BOG,"3 escalas","2023-01-30 18:36:32","2023-01-11 05:14:30",basico+carry_on+extragrande,Aleatorio,2022-12-08,358,"tarjeta de credito"
Paula,"Paulos Chirinos",m.paul.34@gmail.com,GOL,SCL,LIM,"2 escalas","2023-01-05 17:26:59","2023-01-02 21:29:10",basico+carry_on+extragrande,Aleatorio,2022-12-08,582,paypal
Josiah,"Buckam Bedder",jbedderg@php.net,LATAM,EZE,VVI,"sin escalas","2023-01-08 17:43:15","2023-01-14 13:41:53",basico+carry_on+extragrande,Aleatorio,2022-12-08,543,"tarjeta debito"
Karly,"Renac Gormally",kgormally1n@mapquest.com,GOL,GRU,LIM,"1 escala","2023-01-21 22:35:26","2023-01-01 22:48:15",basico+carry_on+extragrande,Aleatorio,2022-12-08,442,"tarjeta de credito"
Cris,"Channer Deabill",cdeabillk@geocities.com,LATAM,UIO,UIO,"2 escalas","2023-01-07 00:53:14","2023-01-04 08:36:01",basico+carry_on+extragrande,Aleatorio,2022-12-08,590,"tarjeta de credito"
Yule,"Bineham Montfort",ymontfort18@odnoklassniki.ru,LATAM,BOG,VVI,"3 escalas","2023-01-25 17:45:30","2023-01-16 16:17:38",basico+carry_on+extragrande,Aleatorio,2022-12-08,930,"tarjeta debito"
Paula,"Paulos Chirinos",m.paul.34@gmail.com,JetSmart,BOG,SCL,"3 escalas","2023-02-22 16:09:17","2023-02-27 22:49:43",basico+carry_on+extragrande,Aleatorio,2022-12-08,614,"tarjeta de credito"
Trefor,"Stucksbury Gorgen",tgorgen1f@tinyurl.com,"SKY Airline",LIM,VVI,"1 escala","2023-02-15 12:31:19","2023-02-02 05:33:25",basico+carry_on+extragrande,Aleatorio,2022-12-08,827,paypal
Lois,"Blaxley Maleney",lmaleney1j@wordpress.com,GOL,VVI,VVI,"sin escalas","2023-02-22 13:28:44","2023-02-22 05:30:46",basico+carry_on+extragrande,Aleatorio,2022-12-08,577,"tarjeta de credito"
Ardelis,"Joost Jelf",ajelf8@prlog.org,"SKY Airline",BOG,GRU,"2 escalas","2023-02-11 01:44:58","2023-02-16 18:55:59",basico+carry_on+extragrande,Aleatorio,2022-12-08,441,paypal
Malynda,"Gallety Trump",mtrump7@live.com,LATAM,SCL,EZE,"2 escalas","2023-02-01 19:58:42","2023-02-23 00:02:37",basico+carry_on+extragrande,Aleatorio,2022-12-08,382,"tarjeta de credito"
